Aisle;Block;Column;Row;Name;AbcClass;LHU1X;LHU1Y;LHU2X;LHU2Y;Height
AKL1;2;7;6;AKL1_2_7_6;B;1400;1500;1600;1700;200
AKL1;2;7;7;AKL1_2_7_7;B;1400;1500;1600;1700;200
AKL1;2;7;8;AKL1_2_7_8;B;1400;1500;1600;1700;200
AKL1;2;7;9;AKL1_2_7_9;B;1400;1500;1600;1700;200
AKL1;2;7;10;AKL1_2_7_10;B;1400;1500;1600;1700;200
AKL1;2;7;11;AKL1_2_7_11;B;1400;1500;1600;1700;200
AKL1;2;7;12;AKL1_2_7_12;B;1400;1500;1600;1700;200
AKL1;2;7;13;AKL1_2_7_13;B;1400;1500;1600;1700;200
AKL1;2;7;14;AKL1_2_7_14;B;1400;1500;1600;1700;200
AKL1;2;7;15;AKL1_2_7_15;B;1400;1500;1600;1700;200
AKL1;2;7;16;AKL1_2_7_16;B;1400;1500;1600;1700;200
AKL1;2;7;17;AKL1_2_7_17;B;1400;1500;1600;1700;200
AKL1;2;7;18;AKL1_2_7_18;B;1400;1500;1600;1700;200
AKL1;2;7;19;AKL1_2_7_19;B;1400;1500;1600;1700;200
AKL1;2;7;20;AKL1_2_7_20;B;1400;1500;1600;1700;200
AKL1;2;8;1;AKL1_2_8_1;B;1400;1500;1600;1700;200
AKL1;2;8;2;AKL1_2_8_2;B;1400;1500;1600;1700;200
AKL1;2;8;3;AKL1_2_8_3;B;1400;1500;1600;1700;200
AKL1;2;8;4;AKL1_2_8_4;B;1400;1500;1600;1700;200
AKL1;2;8;5;AKL1_2_8_5;B;1400;1500;1600;1700;200
AKL1;2;8;6;AKL1_2_8_6;B;1400;1500;1600;1700;200
AKL1;2;8;7;AKL1_2_8_7;B;1400;1500;1600;1700;200
AKL1;2;8;8;AKL1_2_8_8;B;1400;1500;1600;1700;200
AKL1;2;8;9;AKL1_2_8_9;B;1400;1500;1600;1700;200
AKL1;2;8;10;AKL1_2_8_10;B;1400;1500;1600;1700;200
AKL1;2;8;11;AKL1_2_8_11;B;1400;1500;1600;1700;200
AKL1;2;8;12;AKL1_2_8_12;B;1400;1500;1600;1700;200
AKL1;2;8;13;AKL1_2_8_13;B;1400;1500;1600;1700;200
AKL1;2;8;14;AKL1_2_8_14;B;1400;1500;1600;1700;200
AKL1;2;8;15;AKL1_2_8_15;B;1400;1500;1600;1700;200
AKL1;2;8;16;AKL1_2_8_16;B;1400;1500;1600;1700;200
AKL1;2;8;17;AKL1_2_8_17;B;1400;1500;1600;1700;200
AKL1;2;8;18;AKL1_2_8_18;B;1400;1500;1600;1700;200
AKL1;2;8;19;AKL1_2_8_19;B;1400;1500;1600;1700;200
AKL1;2;8;20;AKL1_2_8_20;B;1400;1500;1600;1700;200
AKL1;2;9;1;AKL1_2_9_1;B;1400;1500;1600;1700;200
AKL1;2;9;2;AKL1_2_9_2;B;1400;1500;1600;1700;200
AKL1;2;9;3;AKL1_2_9_3;B;1400;1500;1600;1700;200
AKL1;2;9;4;AKL1_2_9_4;B;1400;1500;1600;1700;200
AKL1;2;9;5;AKL1_2_9_5;B;1400;1500;1600;1700;200
AKL1;2;9;6;AKL1_2_9_6;B;1400;1500;1600;1700;200
AKL1;2;9;7;AKL1_2_9_7;B;1400;1500;1600;1700;200
AKL1;2;9;8;AKL1_2_9_8;B;1400;1500;1600;1700;200
AKL1;2;9;9;AKL1_2_9_9;B;1400;1500;1600;1700;200
AKL1;2;9;10;AKL1_2_9_10;B;1400;1500;1600;1700;200
AKL1;2;9;11;AKL1_2_9_11;B;1400;1500;1600;1700;200
AKL1;2;9;12;AKL1_2_9_12;B;1400;1500;1600;1700;200
AKL1;2;9;13;AKL1_2_9_13;B;1400;1500;1600;1700;200
AKL1;2;9;14;AKL1_2_9_14;B;1400;1500;1600;1700;200
AKL1;2;9;15;AKL1_2_9_15;B;1400;1500;1600;1700;200
AKL1;2;9;16;AKL1_2_9_16;B;1400;1500;1600;1700;200
AKL1;2;9;17;AKL1_2_9_17;B;1400;1500;1600;1700;200
AKL1;2;9;18;AKL1_2_9_18;B;1400;1500;1600;1700;200
AKL1;2;9;19;AKL1_2_9_19;B;1400;1500;1600;1700;200
AKL1;2;9;20;AKL1_2_9_20;B;1400;1500;1600;1700;200
AKL1;2;10;1;AKL1_2_10_1;B;1400;1500;1600;1700;200
AKL1;2;10;2;AKL1_2_10_2;B;1400;1500;1600;1700;200
AKL1;2;10;3;AKL1_2_10_3;B;1400;1500;1600;1700;200
AKL1;2;10;4;AKL1_2_10_4;B;1400;1500;1600;1700;200
AKL1;2;10;5;AKL1_2_10_5;B;1400;1500;1600;1700;200
AKL1;2;10;6;AKL1_2_10_6;B;1400;1500;1600;1700;200
AKL1;2;10;7;AKL1_2_10_7;B;1400;1500;1600;1700;200
AKL1;2;10;8;AKL1_2_10_8;B;1400;1500;1600;1700;200
AKL1;2;10;9;AKL1_2_10_9;B;1400;1500;1600;1700;200
AKL1;2;10;10;AKL1_2_10_10;B;1400;1500;1600;1700;200
AKL1;2;10;11;AKL1_2_10_11;B;1400;1500;1600;1700;200
AKL1;2;10;12;AKL1_2_10_12;B;1400;1500;1600;1700;200
AKL1;2;10;13;AKL1_2_10_13;C;1400;1500;1600;1700;200
AKL1;2;10;14;AKL1_2_10_14;C;1400;1500;1600;1700;200
AKL1;2;10;15;AKL1_2_10_15;C;1400;1500;1600;1700;200
AKL1;2;10;16;AKL1_2_10_16;C;1400;1500;1600;1700;200
AKL1;2;10;17;AKL1_2_10_17;C;1400;1500;1600;1700;200
AKL1;2;10;18;AKL1_2_10_18;C;1400;1500;1600;1700;200
AKL1;2;10;19;AKL1_2_10_19;C;1400;1500;1600;1700;200
AKL1;2;10;20;AKL1_2_10_20;C;1400;1500;1600;1700;200
AKL1;2;11;1;AKL1_2_11_1;C;1400;1500;1600;1700;200
AKL1;2;11;2;AKL1_2_11_2;C;1400;1500;1600;1700;200
AKL1;2;11;3;AKL1_2_11_3;C;1400;1500;1600;1700;200
AKL1;2;11;4;AKL1_2_11_4;C;1400;1500;1600;1700;200
AKL1;2;11;5;AKL1_2_11_5;C;1400;1500;1600;1700;200
AKL1;2;11;6;AKL1_2_11_6;C;1400;1500;1600;1700;200
AKL1;2;11;7;AKL1_2_11_7;C;1400;1500;1600;1700;200
AKL1;2;11;8;AKL1_2_11_8;C;1400;1500;1600;1700;200
AKL1;2;11;9;AKL1_2_11_9;C;1400;1500;1600;1700;200
AKL1;2;11;10;AKL1_2_11_10;C;1400;1500;1600;1700;200
AKL1;2;11;11;AKL1_2_11_11;C;1400;1500;1600;1700;200
AKL1;2;11;12;AKL1_2_11_12;C;1400;1500;1600;1700;200
AKL1;2;11;13;AKL1_2_11_13;C;1400;1500;1600;1700;200
AKL1;2;11;14;AKL1_2_11_14;C;1400;1500;1600;1700;200
AKL1;2;11;15;AKL1_2_11_15;C;1400;1500;1600;1700;200
AKL1;2;11;16;AKL1_2_11_16;C;1400;1500;1600;1700;200
AKL1;2;11;17;AKL1_2_11_17;C;1400;1500;1600;1700;200
AKL1;2;11;18;AKL1_2_11_18;C;1400;1500;1600;1700;200
AKL1;2;11;19;AKL1_2_11_19;C;1400;1500;1600;1700;200
AKL1;2;11;20;AKL1_2_11_20;C;1400;1500;1600;1700;200
AKL1;2;12;1;AKL1_2_12_1;C;1400;1500;1600;1700;200
AKL1;2;12;2;AKL1_2_12_2;C;1400;1500;1600;1700;200
AKL1;2;12;3;AKL1_2_12_3;C;1400;1500;1600;1700;200
AKL1;2;12;4;AKL1_2_12_4;C;1400;1500;1600;1700;200
AKL1;2;12;5;AKL1_2_12_5;C;1400;1500;1600;1700;200
AKL1;2;12;6;AKL1_2_12_6;C;1400;1500;1600;1700;200
AKL1;2;12;7;AKL1_2_12_7;C;1400;1500;1600;1700;200
AKL1;2;12;8;AKL1_2_12_8;C;1400;1500;1600;1700;200
AKL1;2;12;9;AKL1_2_12_9;C;1400;1500;1600;1700;200
AKL1;2;12;10;AKL1_2_12_10;C;1400;1500;1600;1700;200
AKL1;2;12;11;AKL1_2_12_11;C;1400;1500;1600;1700;200
AKL1;2;12;12;AKL1_2_12_12;C;1400;1500;1600;1700;200
AKL1;2;12;13;AKL1_2_12_13;C;1400;1500;1600;1700;200
AKL1;2;12;14;AKL1_2_12_14;C;1400;1500;1600;1700;200
AKL1;2;12;15;AKL1_2_12_15;C;1400;1500;1600;1700;200
AKL1;2;12;16;AKL1_2_12_16;C;1400;1500;1600;1700;200
AKL1;2;12;17;AKL1_2_12_17;C;1400;1500;1600;1700;200
AKL1;2;12;18;AKL1_2_12_18;C;1400;1500;1600;1700;200
AKL1;2;12;19;AKL1_2_12_19;C;1400;1500;1600;1700;200
AKL1;2;12;20;AKL1_2_12_20;C;1400;1500;1600;1700;200
AKL2;3;1;1;AKL2_3_1_1;A;1400;1500;1600;1700;200
AKL2;3;1;2;AKL2_3_1_2;A;1400;1500;1600;1700;200
AKL2;3;1;3;AKL2_3_1_3;A;1400;1500;1600;1700;200
AKL2;3;1;4;AKL2_3_1_4;A;1400;1500;1600;1700;200
AKL2;3;1;5;AKL2_3_1_5;A;1400;1500;1600;1700;200
AKL2;3;1;6;AKL2_3_1_6;A;1400;1500;1600;1700;200
AKL2;3;1;7;AKL2_3_1_7;A;1400;1500;1600;1700;200
AKL2;3;1;8;AKL2_3_1_8;A;1400;1500;1600;1700;200
AKL2;3;1;9;AKL2_3_1_9;A;1400;1500;1600;1700;200
AKL2;3;1;10;AKL2_3_1_10;A;1400;1500;1600;1700;200
AKL2;3;1;11;AKL2_3_1_11;A;1400;1500;1600;1700;200
AKL2;3;1;12;AKL2_3_1_12;A;1400;1500;1600;1700;200
AKL2;3;1;13;AKL2_3_1_13;A;1400;1500;1600;1700;200
AKL2;3;1;14;AKL2_3_1_14;A;1400;1500;1600;1700;200
AKL2;3;1;15;AKL2_3_1_15;A;1400;1500;1600;1700;200
AKL2;3;1;16;AKL2_3_1_16;A;1400;1500;1600;1700;200
AKL2;3;1;17;AKL2_3_1_17;A;1400;1500;1600;1700;200
AKL2;3;1;18;AKL2_3_1_18;A;1400;1500;1600;1700;200
AKL2;3;1;19;AKL2_3_1_19;A;1400;1500;1600;1700;200
AKL2;3;1;20;AKL2_3_1_20;A;1400;1500;1600;1700;200
AKL2;3;2;1;AKL2_3_2_1;A;1400;1500;1600;1700;200
AKL2;3;2;2;AKL2_3_2_2;A;1400;1500;1600;1700;200
AKL2;3;2;3;AKL2_3_2_3;A;1400;1500;1600;1700;200
AKL2;3;2;4;AKL2_3_2_4;A;1400;1500;1600;1700;200
AKL2;3;2;5;AKL2_3_2_5;A;1400;1500;1600;1700;200
AKL2;3;2;6;AKL2_3_2_6;A;1400;1500;1600;1700;200
AKL2;3;2;7;AKL2_3_2_7;A;1400;1500;1600;1700;200
AKL2;3;2;8;AKL2_3_2_8;A;1400;1500;1600;1700;200
AKL2;3;2;9;AKL2_3_2_9;A;1400;1500;1600;1700;200
AKL2;3;2;10;AKL2_3_2_10;A;1400;1500;1600;1700;200
AKL2;3;2;11;AKL2_3_2_11;A;1400;1500;1600;1700;200
AKL2;3;2;12;AKL2_3_2_12;A;1400;1500;1600;1700;200
AKL2;3;2;13;AKL2_3_2_13;A;1400;1500;1600;1700;200
AKL2;3;2;14;AKL2_3_2_14;A;1400;1500;1600;1700;200
AKL2;3;2;15;AKL2_3_2_15;A;1400;1500;1600;1700;200
AKL2;3;2;16;AKL2_3_2_16;A;1400;1500;1600;1700;200
AKL2;3;2;17;AKL2_3_2_17;A;1400;1500;1600;1700;200
AKL2;3;2;18;AKL2_3_2_18;A;1400;1500;1600;1700;200
AKL2;3;2;19;AKL2_3_2_19;A;1400;1500;1600;1700;200
AKL2;3;2;20;AKL2_3_2_20;A;1400;1500;1600;1700;200
AKL2;3;3;1;AKL2_3_3_1;A;1400;1500;1600;1700;200
AKL2;3;3;2;AKL2_3_3_2;A;1400;1500;1600;1700;200
AKL2;3;3;3;AKL2_3_3_3;A;1400;1500;1600;1700;200
AKL2;3;3;4;AKL2_3_3_4;A;1400;1500;1600;1700;200
AKL2;3;3;5;AKL2_3_3_5;A;1400;1500;1600;1700;200
AKL2;3;3;6;AKL2_3_3_6;A;1400;1500;1600;1700;200
AKL2;3;3;7;AKL2_3_3_7;A;1400;1500;1600;1700;200
AKL2;3;3;8;AKL2_3_3_8;A;1400;1500;1600;1700;200
AKL2;3;3;9;AKL2_3_3_9;A;1400;1500;1600;1700;200
AKL2;3;3;10;AKL2_3_3_10;A;1400;1500;1600;1700;200
AKL2;3;3;11;AKL2_3_3_11;A;1400;1500;1600;1700;200
AKL2;3;3;12;AKL2_3_3_12;A;1400;1500;1600;1700;200
AKL2;3;3;13;AKL2_3_3_13;A;1400;1500;1600;1700;200
AKL2;3;3;14;AKL2_3_3_14;A;1400;1500;1600;1700;200
AKL2;3;3;15;AKL2_3_3_15;A;1400;1500;1600;1700;200
AKL2;3;3;16;AKL2_3_3_16;A;1400;1500;1600;1700;200
AKL2;3;3;17;AKL2_3_3_17;A;1400;1500;1600;1700;200
AKL2;3;3;18;AKL2_3_3_18;A;1400;1500;1600;1700;200
AKL2;3;3;19;AKL2_3_3_19;A;1400;1500;1600;1700;200
AKL2;3;3;20;AKL2_3_3_20;A;1400;1500;1600;1700;200
AKL2;3;4;1;AKL2_3_4_1;A;1400;1500;1600;1700;200
AKL2;3;4;2;AKL2_3_4_2;A;1400;1500;1600;1700;200
AKL2;3;4;3;AKL2_3_4_3;A;1400;1500;1600;1700;200
AKL2;3;4;4;AKL2_3_4_4;A;1400;1500;1600;1700;200
AKL2;3;4;5;AKL2_3_4_5;A;1400;1500;1600;1700;200
AKL2;3;4;6;AKL2_3_4_6;A;1400;1500;1600;1700;200
AKL2;3;4;7;AKL2_3_4_7;A;1400;1500;1600;1700;200
AKL2;3;4;8;AKL2_3_4_8;A;1400;1500;1600;1700;200
AKL2;3;4;9;AKL2_3_4_9;A;1400;1500;1600;1700;200
AKL2;3;4;10;AKL2_3_4_10;A;1400;1500;1600;1700;200
AKL2;3;4;11;AKL2_3_4_11;A;1400;1500;1600;1700;200
AKL2;3;4;12;AKL2_3_4_12;A;1400;1500;1600;1700;200
AKL2;3;4;13;AKL2_3_4_13;A;1400;1500;1600;1700;200
AKL2;3;4;14;AKL2_3_4_14;A;1400;1500;1600;1700;200
AKL2;3;4;15;AKL2_3_4_15;A;1400;1500;1600;1700;200
AKL2;3;4;16;AKL2_3_4_16;A;1400;1500;1600;1700;200
AKL2;3;4;17;AKL2_3_4_17;A;1400;1500;1600;1700;200
AKL2;3;4;18;AKL2_3_4_18;A;1400;1500;1600;1700;200
AKL2;3;4;19;AKL2_3_4_19;A;1400;1500;1600;1700;200
AKL2;3;4;20;AKL2_3_4_20;A;1400;1500;1600;1700;200
AKL2;3;5;1;AKL2_3_5_1;A;1400;1500;1600;1700;200
AKL2;3;5;2;AKL2_3_5_2;A;1400;1500;1600;1700;200
AKL2;3;5;3;AKL2_3_5_3;A;1400;1500;1600;1700;200
AKL2;3;5;4;AKL2_3_5_4;A;1400;1500;1600;1700;200
AKL2;3;5;5;AKL2_3_5_5;A;1400;1500;1600;1700;200
AKL2;3;5;6;AKL2_3_5_6;A;1400;1500;1600;1700;200
AKL2;3;5;7;AKL2_3_5_7;A;1400;1500;1600;1700;200
AKL2;3;5;8;AKL2_3_5_8;A;1400;1500;1600;1700;200
AKL2;3;5;9;AKL2_3_5_9;A;1400;1500;1600;1700;200
AKL2;3;5;10;AKL2_3_5_10;A;1400;1500;1600;1700;200
AKL2;3;5;11;AKL2_3_5_11;A;1400;1500;1600;1700;200
AKL2;3;5;12;AKL2_3_5_12;A;1400;1500;1600;1700;200
AKL2;3;5;13;AKL2_3_5_13;A;1400;1500;1600;1700;200
AKL2;3;5;14;AKL2_3_5_14;A;1400;1500;1600;1700;200
AKL2;3;5;15;AKL2_3_5_15;A;1400;1500;1600;1700;200
AKL2;3;5;16;AKL2_3_5_16;A;1400;1500;1600;1700;200
AKL2;3;5;17;AKL2_3_5_17;A;1400;1500;1600;1700;200
AKL2;3;5;18;AKL2_3_5_18;A;1400;1500;1600;1700;200
AKL2;3;5;19;AKL2_3_5_19;A;1400;1500;1600;1700;200
AKL2;3;5;20;AKL2_3_5_20;A;1400;1500;1600;1700;200
AKL2;3;6;1;AKL2_3_6_1;A;1400;1500;1600;1700;200
AKL2;3;6;2;AKL2_3_6_2;A;1400;1500;1600;1700;200
AKL2;3;6;3;AKL2_3_6_3;A;1400;1500;1600;1700;200
AKL2;3;6;4;AKL2_3_6_4;A;1400;1500;1600;1700;200
AKL2;3;6;5;AKL2_3_6_5;A;1400;1500;1600;1700;200
AKL2;3;6;6;AKL2_3_6_6;A;1400;1500;1600;1700;200
AKL2;3;6;7;AKL2_3_6_7;A;1400;1500;1600;1700;200
AKL2;3;6;8;AKL2_3_6_8;A;1400;1500;1600;1700;200
AKL2;3;6;9;AKL2_3_6_9;A;1400;1500;1600;1700;200
AKL2;3;6;10;AKL2_3_6_10;A;1400;1500;1600;1700;200
AKL2;3;6;11;AKL2_3_6_11;A;1400;1500;1600;1700;200
AKL2;3;6;12;AKL2_3_6_12;A;1400;1500;1600;1700;200
AKL2;3;6;13;AKL2_3_6_13;A;1400;1500;1600;1700;200
AKL2;3;6;14;AKL2_3_6_14;A;1400;1500;1600;1700;200
AKL2;3;6;15;AKL2_3_6_15;A;1400;1500;1600;1700;200
AKL2;3;6;16;AKL2_3_6_16;A;1400;1500;1600;1700;200
AKL2;3;6;17;AKL2_3_6_17;A;1400;1500;1600;1700;200
AKL2;3;6;18;AKL2_3_6_18;A;1400;1500;1600;1700;200
AKL2;3;6;19;AKL2_3_6_19;A;1400;1500;1600;1700;200
AKL2;3;6;20;AKL2_3_6_20;A;1400;1500;1600;1700;200
AKL2;3;7;1;AKL2_3_7_1;A;1400;1500;1600;1700;200
AKL2;3;7;2;AKL2_3_7_2;A;1400;1500;1600;1700;200
AKL2;3;7;3;AKL2_3_7_3;A;1400;1500;1600;1700;200
AKL2;3;7;4;AKL2_3_7_4;A;1400;1500;1600;1700;200
AKL2;3;7;5;AKL2_3_7_5;A;1400;1500;1600;1700;200
AKL2;3;7;6;AKL2_3_7_6;A;1400;1500;1600;1700;200
AKL2;3;7;7;AKL2_3_7_7;A;1400;1500;1600;1700;200
AKL2;3;7;8;AKL2_3_7_8;A;1400;1500;1600;1700;200
AKL2;3;7;9;AKL2_3_7_9;A;1400;1500;1600;1700;200
AKL2;3;7;10;AKL2_3_7_10;A;1400;1500;1600;1700;200
AKL2;3;7;11;AKL2_3_7_11;A;1400;1500;1600;1700;200
AKL2;3;7;12;AKL2_3_7_12;A;1400;1500;1600;1700;200
AKL2;3;7;13;AKL2_3_7_13;A;1400;1500;1600;1700;200
AKL2;3;7;14;AKL2_3_7_14;A;1400;1500;1600;1700;200
AKL2;3;7;15;AKL2_3_7_15;A;1400;1500;1600;1700;200
AKL2;3;7;16;AKL2_3_7_16;A;1400;1500;1600;1700;200
AKL2;3;7;17;AKL2_3_7_17;A;1400;1500;1600;1700;200
AKL2;3;7;18;AKL2_3_7_18;A;1400;1500;1600;1700;200
AKL2;3;7;19;AKL2_3_7_19;A;1400;1500;1600;1700;200
AKL2;3;7;20;AKL2_3_7_20;A;1400;1500;1600;1700;200
AKL2;3;8;1;AKL2_3_8_1;A;1400;1500;1600;1700;200
AKL2;3;8;2;AKL2_3_8_2;A;1400;1500;1600;1700;200
AKL2;3;8;3;AKL2_3_8_3;A;1400;1500;1600;1700;200
AKL2;3;8;4;AKL2_3_8_4;A;1400;1500;1600;1700;200
AKL2;3;8;5;AKL2_3_8_5;A;1400;1500;1600;1700;200
AKL2;3;8;6;AKL2_3_8_6;A;1400;1500;1600;1700;200
AKL2;3;8;7;AKL2_3_8_7;A;1400;1500;1600;1700;200
AKL2;3;8;8;AKL2_3_8_8;A;1400;1500;1600;1700;200
AKL2;3;8;9;AKL2_3_8_9;A;1400;1500;1600;1700;200
AKL2;3;8;10;AKL2_3_8_10;A;1400;1500;1600;1700;200
AKL2;3;8;11;AKL2_3_8_11;A;1400;1500;1600;1700;200
AKL2;3;8;12;AKL2_3_8_12;A;1400;1500;1600;1700;200
AKL2;3;8;13;AKL2_3_8_13;A;1400;1500;1600;1700;200
AKL2;3;8;14;AKL2_3_8_14;A;1400;1500;1600;1700;200
AKL2;3;8;15;AKL2_3_8_15;A;1400;1500;1600;1700;200
AKL2;3;8;16;AKL2_3_8_16;A;1400;1500;1600;1700;200
AKL2;3;8;17;AKL2_3_8_17;A;1400;1500;1600;1700;200
AKL2;3;8;18;AKL2_3_8_18;A;1400;1500;1600;1700;200
AKL2;3;8;19;AKL2_3_8_19;A;1400;1500;1600;1700;200
AKL2;3;8;20;AKL2_3_8_20;A;1400;1500;1600;1700;200
AKL2;3;9;1;AKL2_3_9_1;A;1400;1500;1600;1700;200
AKL2;3;9;2;AKL2_3_9_2;A;1400;1500;1600;1700;200
AKL2;3;9;3;AKL2_3_9_3;A;1400;1500;1600;1700;200
AKL2;3;9;4;AKL2_3_9_4;A;1400;1500;1600;1700;200
AKL2;3;9;5;AKL2_3_9_5;A;1400;1500;1600;1700;200
AKL2;3;9;6;AKL2_3_9_6;A;1400;1500;1600;1700;200
AKL2;3;9;7;AKL2_3_9_7;A;1400;1500;1600;1700;200
AKL2;3;9;8;AKL2_3_9_8;A;1400;1500;1600;1700;200
AKL2;3;9;9;AKL2_3_9_9;A;1400;1500;1600;1700;200
AKL2;3;9;10;AKL2_3_9_10;A;1400;1500;1600;1700;200
AKL2;3;9;11;AKL2_3_9_11;A;1400;1500;1600;1700;200
AKL2;3;9;12;AKL2_3_9_12;A;1400;1500;1600;1700;200
AKL2;3;9;13;AKL2_3_9_13;A;1400;1500;1600;1700;200
AKL2;3;9;14;AKL2_3_9_14;A;1400;1500;1600;1700;200
AKL2;3;9;15;AKL2_3_9_15;A;1400;1500;1600;1700;200
AKL2;3;9;16;AKL2_3_9_16;A;1400;1500;1600;1700;200
AKL2;3;9;17;AKL2_3_9_17;A;1400;1500;1600;1700;200
AKL2;3;9;18;AKL2_3_9_18;A;1400;1500;1600;1700;200
AKL2;3;9;19;AKL2_3_9_19;A;1400;1500;1600;1700;200
AKL2;3;9;20;AKL2_3_9_20;A;1400;1500;1600;1700;200
AKL2;3;10;1;AKL2_3_10_1;A;1400;1500;1600;1700;200
AKL2;3;10;2;AKL2_3_10_2;A;1400;1500;1600;1700;200
AKL2;3;10;3;AKL2_3_10_3;A;1400;1500;1600;1700;200
AKL2;3;10;4;AKL2_3_10_4;A;1400;1500;1600;1700;200
AKL2;3;10;5;AKL2_3_10_5;A;1400;1500;1600;1700;200
AKL2;3;10;6;AKL2_3_10_6;A;1400;1500;1600;1700;200
AKL2;3;10;7;AKL2_3_10_7;A;1400;1500;1600;1700;200
AKL2;3;10;8;AKL2_3_10_8;A;1400;1500;1600;1700;200
AKL2;3;10;9;AKL2_3_10_9;A;1400;1500;1600;1700;200
AKL2;3;10;10;AKL2_3_10_10;A;1400;1500;1600;1700;200
AKL2;3;10;11;AKL2_3_10_11;A;1400;1500;1600;1700;200
AKL2;3;10;12;AKL2_3_10_12;A;1400;1500;1600;1700;200
AKL2;3;10;13;AKL2_3_10_13;A;1400;1500;1600;1700;200
AKL2;3;10;14;AKL2_3_10_14;A;1400;1500;1600;1700;200
AKL2;3;10;15;AKL2_3_10_15;A;1400;1500;1600;1700;200
AKL2;3;10;16;AKL2_3_10_16;A;1400;1500;1600;1700;200
AKL2;3;10;17;AKL2_3_10_17;A;1400;1500;1600;1700;200
AKL2;3;10;18;AKL2_3_10_18;A;1400;1500;1600;1700;200
AKL2;3;10;19;AKL2_3_10_19;A;1400;1500;1600;1700;200
AKL2;3;10;20;AKL2_3_10_20;A;1400;1500;1600;1700;200
AKL2;3;11;1;AKL2_3_11_1;A;1400;1500;1600;1700;200
AKL2;3;11;2;AKL2_3_11_2;A;1400;1500;1600;1700;200
AKL2;3;11;3;AKL2_3_11_3;A;1400;1500;1600;1700;200
AKL2;3;11;4;AKL2_3_11_4;A;1400;1500;1600;1700;200
AKL2;3;11;5;AKL2_3_11_5;A;1400;1500;1600;1700;200
AKL2;3;11;6;AKL2_3_11_6;A;1400;1500;1600;1700;200
AKL2;3;11;7;AKL2_3_11_7;A;1400;1500;1600;1700;200
AKL2;3;11;8;AKL2_3_11_8;A;1400;1500;1600;1700;200
AKL2;3;11;9;AKL2_3_11_9;A;1400;1500;1600;1700;200
AKL2;3;11;10;AKL2_3_11_10;A;1400;1500;1600;1700;200
AKL2;3;11;11;AKL2_3_11_11;A;1400;1500;1600;1700;200
AKL2;3;11;12;AKL2_3_11_12;A;1400;1500;1600;1700;200
AKL2;3;11;13;AKL2_3_11_13;A;1400;1500;1600;1700;200
AKL2;3;11;14;AKL2_3_11_14;A;1400;1500;1600;1700;200
AKL2;3;11;15;AKL2_3_11_15;A;1400;1500;1600;1700;200
AKL2;3;11;16;AKL2_3_11_16;A;1400;1500;1600;1700;200
AKL2;3;11;17;AKL2_3_11_17;A;1400;1500;1600;1700;200
AKL2;3;11;18;AKL2_3_11_18;A;1400;1500;1600;1700;200
AKL2;3;11;19;AKL2_3_11_19;A;1400;1500;1600;1700;200
AKL2;3;11;20;AKL2_3_11_20;A;1400;1500;1600;1700;200
AKL2;3;12;1;AKL2_3_12_1;A;1400;1500;1600;1700;200
AKL2;3;12;2;AKL2_3_12_2;A;1400;1500;1600;1700;200
AKL2;3;12;3;AKL2_3_12_3;A;1400;1500;1600;1700;200
AKL2;3;12;4;AKL2_3_12_4;A;1400;1500;1600;1700;200
AKL2;3;12;5;AKL2_3_12_5;A;1400;1500;1600;1700;200
AKL2;3;12;6;AKL2_3_12_6;A;1400;1500;1600;1700;200
AKL2;3;12;7;AKL2_3_12_7;A;1400;1500;1600;1700;200
AKL2;3;12;8;AKL2_3_12_8;A;1400;1500;1600;1700;200
AKL2;3;12;9;AKL2_3_12_9;A;1400;1500;1600;1700;200
AKL2;3;12;10;AKL2_3_12_10;A;1400;1500;1600;1700;200
AKL2;3;12;11;AKL2_3_12_11;A;1400;1500;1600;1700;200
AKL2;3;12;12;AKL2_3_12_12;A;1400;1500;1600;1700;200
AKL2;3;12;13;AKL2_3_12_13;A;1400;1500;1600;1700;200
AKL2;3;12;14;AKL2_3_12_14;A;1400;1500;1600;1700;200
AKL2;3;12;15;AKL2_3_12_15;A;1400;1500;1600;1700;200
AKL2;3;12;16;AKL2_3_12_16;A;1400;1500;1600;1700;200
AKL2;3;12;17;AKL2_3_12_17;A;1400;1500;1600;1700;200
AKL2;3;12;18;AKL2_3_12_18;A;1400;1500;1600;1700;200
AKL2;3;12;19;AKL2_3_12_19;A;1400;1500;1600;1700;200
AKL2;3;12;20;AKL2_3_12_20;A;1400;1500;1600;1700;200
AKL2;4;1;1;AKL2_4_1_1;A;1400;1500;1600;1700;200
AKL2;4;1;2;AKL2_4_1_2;A;1400;1500;1600;1700;200
AKL2;4;1;3;AKL2_4_1_3;A;1400;1500;1600;1700;200
AKL2;4;1;4;AKL2_4_1_4;A;1400;1500;1600;1700;200
AKL2;4;1;5;AKL2_4_1_5;A;1400;1500;1600;1700;200
AKL2;4;1;6;AKL2_4_1_6;A;1400;1500;1600;1700;200
AKL2;4;1;7;AKL2_4_1_7;A;1400;1500;1600;1700;200
AKL2;4;1;8;AKL2_4_1_8;A;1400;1500;1600;1700;200
AKL2;4;1;9;AKL2_4_1_9;A;1400;1500;1600;1700;200
AKL2;4;1;10;AKL2_4_1_10;A;1400;1500;1600;1700;200
AKL2;4;1;11;AKL2_4_1_11;A;1400;1500;1600;1700;200
AKL2;4;1;12;AKL2_4_1_12;A;1400;1500;1600;1700;200
